BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904450,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904451,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,617,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904454,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904456,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904458,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904459,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904460,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904462,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904466,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904470,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904471,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904472,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904473,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904474,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904475,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,608.99,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904476,NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,555.35,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904478,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,596.07,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904479,NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904480,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904481,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,800,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904482,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,611,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904489,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,633,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904493,NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904494,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904495,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,583,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904496,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904497,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904498,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,750,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904504,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904505,MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904507,AMERICAN EDUCATION SERVICES,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,AMERICAN EDUCATION SERVICES
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904508,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904510,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904511,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904513,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,740.4,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904517,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,733,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904519,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904521,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904522,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904526,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904530,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,600,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904531,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,733,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904533,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,684,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904534,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,750,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904535,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904537,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,800,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904538,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904539,NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904540,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904541,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904545,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,600,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904547,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904548,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904549,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,558,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904550,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904553,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,660,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904554,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904556,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,740.4,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904559,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904561,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904562,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904564,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,633.26,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904573,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904574,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,600,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904576,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,733,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904577,DEPT OF EDUCATION/EDFINANCIAL,2/1/2017,2/28/2017,STUDENT LOANS,518.67,2017,DEPT OF EDUCATION/EDFINANCIAL
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904580,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,658.33,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904581,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,750,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904584,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,799,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904590,NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904600,AMERICAN EDUCATION SERVICES,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,AMERICAN EDUCATION SERVICES
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904602,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904605,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904607,NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904608,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904611,ACS,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,ACS
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904613,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904616,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,530,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904617,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904622,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904623,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904629,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904632,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904633,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904634,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904637,NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904640,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,700,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904641,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904642,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904643,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904645,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904647,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904649,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904657,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904663,NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,904664,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
